winner,score1,score2,score3,score0,dealer,round1,round2,round3,round4,round5,round6,round7,round8,round9,round10,round11,round12,round13,round14,round15,round16,round17,round18,round19,winner_position
1,131,83,80,110,1,"[12, 11, 12, 0]","[0, 0, 0, 0]","[11, 12, 0, 13]","[0, 10, 0, 0]","[0, 10, 10, 0]","[0, 12, 0, 11]","[0, 10, 0, 0]","[11, 0, 0, 10]","[10, 0, 0, 0]","[10, 11, 0, 10]","[11, 10, 10, 0]","[0, 0, 10, 0]","[11, 11, 11, 0]","[11, 0, 0, 0]","[0, 11, 0, 11]","[11, 0, 0, 14]","[0, 11, 15, 11]","[0, 0, 0, 0]","[12, 12, 15, 0]",4
1,163,104,158,133,2,"[10, 14, 0, 15]","[12, 12, 0, 14]","[11, 13, 0, 12]","[0, 0, 12, 11]","[13, 0, 10, 11]","[11, 10, 0, 14]","[0, 12, 10, 12]","[11, 0, 11, 10]","[0, 10, 0, 10]","[11, 10, 10, 0]","[0, 10, 11, 10]","[10, 10, 0, 12]","[10, 0, 0, 0]","[0, 12, 10, 0]","[10, 11, 0, 0]","[13, 0, 0, 0]","[11, 14, 10, 0]","[0, 12, 10, 13]","[0, 13, 10, 14]",3
1,157,83,151,127,3,"[12, 11, 0, 15]","[0, 12, 0, 11]","[10, 0, 0, 13]","[14, 10, 11, 0]","[0, 14, 10, 0]","[12, 10, 0, 12]","[0, 11, 0, 0]","[10, 0, 10, 11]","[11, 0, 10, 10]","[0, 10, 10, 11]","[10, 10, 0, 10]","[0, 10, 10, 12]","[11, 0, 11, 11]","[0, 11, 0, 0]","[13, 0, 11, 11]","[0, 12, 0, 11]","[12, 11, 0, 0]","[0, 12, 0, 0]","[12, 13, 0, 13]",2
1,175,157,124,102,0,"[0, 14, 10, 13]","[12, 12, 11, 0]","[0, 0, 0, 11]","[10, 12, 13, 0]","[0, 11, 12, 0]","[10, 0, 10, 13]","[0, 0, 11, 0]","[0, 10, 11, 10]","[0, 11, 10, 11]","[10, 10, 0, 10]","[0, 10, 10, 10]","[10, 10, 11, 0]","[0, 11, 11, 10]","[12, 11, 0, 11]","[11, 12, 0, 12]","[13, 10, 11, 0]","[14, 11, 0, 0]","[0, 10, 14, 0]","[0, 10, 12, 13]",1
2,110,144,137,114,1,"[13, 13, 11, 0]","[13, 0, 10, 12]","[12, 11, 0, 0]","[10, 0, 0, 12]","[13, 13, 0, 0]","[0, 0, 13, 10]","[11, 0, 10, 0]","[0, 0, 10, 10]","[0, 10, 10, 11]","[10, 10, 10, 0]","[10, 11, 10, 0]","[0, 0, 0, 11]","[0, 12, 11, 11]","[0, 10, 10, 11]","[0, 10, 12, 11]","[10, 10, 0, 15]","[12, 0, 14, 11]","[0, 0, 0, 12]","[0, 0, 13, 0]",1
3,111,96,159,120,2,"[0, 0, 0, 13]","[11, 0, 0, 12]","[0, 0, 10, 0]","[11, 11, 0, 11]","[12, 11, 0, 10]","[11, 11, 10, 0]","[0, 10, 12, 10]","[10, 0, 11, 10]","[10, 10, 0, 12]","[0, 10, 10, 10]","[10, 11, 10, 0]","[0, 0, 10, 11]","[0, 11, 0, 0]","[10, 11, 12, 0]","[14, 0, 11, 11]","[10, 15, 0, 11]","[0, 0, 0, 13]","[11, 0, 0, 12]","[0, 0, 0, 13]",1
1,156,115,94,131,3,"[14, 11, 0, 11]","[0, 13, 0, 0]","[13, 10, 0, 0]","[13, 10, 12, 0]","[0, 12, 0, 0]","[12, 0, 11, 11]","[11, 0, 0, 0]","[0, 11, 0, 10]","[11, 10, 10, 0]","[0, 10, 10, 11]","[11, 0, 10, 11]","[10, 13, 0, 10]","[0, 10, 12, 10]","[0, 0, 0, 10]","[0, 10, 13, 0]","[10, 0, 0, 0]","[14, 11, 10, 0]","[0, 13, 13, 10]","[12, 12, 14, 0]",2
3,173,98,173,112,0,"[11, 15, 11, 0]","[0, 12, 12, 12]","[10, 14, 0, 12]","[0, 12, 0, 14]","[0, 0, 11, 11]","[0, 0, 10, 11]","[0, 10, 0, 10]","[11, 10, 12, 0]","[10, 10, 10, 0]","[11, 0, 10, 10]","[0, 0, 0, 10]","[11, 10, 0, 12]","[0, 10, 0, 11]","[11, 11, 0, 10]","[0, 10, 10, 14]","[0, 15, 0, 10]","[10, 12, 0, 14]","[14, 11, 12, 0]","[13, 11, 0, 12]",3
1,154,144,109,94,1,"[0, 12, 0, 0]","[0, 11, 0, 13]","[12, 12, 13, 0]","[14, 0, 11, 11]","[0, 11, 12, 12]","[0, 12, 12, 11]","[11, 0, 11, 0]","[0, 0, 10, 0]","[0, 10, 10, 10]","[10, 11, 0, 10]","[10, 11, 11, 0]","[0, 11, 0, 0]","[0, 13, 10, 10]","[12, 0, 10, 11]","[0, 0, 0, 11]","[0, 13, 0, 10]","[0, 0, 11, 0]","[12, 15, 11, 0]","[13, 12, 12, 0]",4
2,108,157,134,126,2,"[0, 0, 12, 0]","[13, 13, 13, 0]","[10, 0, 13, 0]","[12, 11, 12, 0]","[0, 0, 0, 10]","[0, 0, 0, 11]","[0, 12, 10, 12]","[11, 0, 11, 10]","[0, 10, 0, 11]","[0, 10, 10, 10]","[0, 11, 11, 10]","[11, 0, 10, 11]","[11, 10, 0, 11]","[10, 0, 10, 0]","[10, 0, 12, 12]","[13, 10, 12, 0]","[12, 10, 0, 12]","[13, 11, 11, 0]","[0, 0, 10, 14]",4
1,150,82,107,136,3,"[14, 11, 0, 10]","[11, 10, 16, 0]","[11, 15, 11, 0]","[0, 12, 0, 0]","[12, 0, 0, 0]","[0, 12, 10, 11]","[10, 11, 0, 12]","[0, 11, 0, 10]","[11, 0, 0, 0]","[11, 10, 10, 0]","[0, 10, 0, 10]","[0, 0, 0, 10]","[10, 0, 12, 10]","[11, 0, 0, 11]","[11, 12, 0, 12]","[12, 12, 0, 11]","[0, 14, 11, 0]","[12, 0, 12, 0]","[0, 10, 0, 0]",2
1,142,106,115,139,0,"[11, 0, 11, 14]","[0, 10, 15, 11]","[0, 14, 0, 0]","[0, 0, 11, 10]","[10, 12, 0, 0]","[10, 11, 12, 0]","[0, 11, 0, 0]","[0, 10, 0, 10]","[10, 0, 10, 11]","[10, 0, 0, 0]","[11, 10, 0, 10]","[10, 11, 0, 11]","[11, 10, 0, 0]","[11, 0, 10, 12]","[12, 10, 0, 0]","[10, 12, 13, 0]","[12, 11, 0, 13]","[11, 0, 11, 0]","[0, 10, 13, 13]",1
1,137,109,99,87,1,"[13, 0, 0, 0]","[0, 0, 10, 12]","[0, 12, 11, 0]","[0, 0, 12, 0]","[0, 0, 12, 0]","[0, 11, 0, 0]","[10, 0, 10, 0]","[10, 10, 0, 11]","[0, 11, 11, 10]","[10, 10, 10, 0]","[0, 11, 10, 10]","[11, 10, 0, 12]","[0, 10, 12, 10]","[10, 0, 0, 0]","[11, 0, 0, 13]","[0, 13, 11, 10]","[0, 13, 0, 0]","[12, 14, 0, 11]","[0, 12, 0, 0]",4
1,158,140,110,133,2,"[15, 15, 10, 0]","[0, 11, 0, 0]","[13, 12, 12, 0]","[0, 10, 0, 10]","[0, 12, 0, 12]","[10, 11, 14, 0]","[0, 10, 12, 11]","[0, 11, 10, 0]","[11, 10, 11, 0]","[10, 10, 11, 0]","[11, 0, 11, 10]","[10, 0, 0, 11]","[13, 10, 0, 11]","[0, 10, 0, 0]","[11, 0, 13, 11]","[0, 13, 12, 10]","[0, 13, 0, 13]","[14, 0, 11, 0]","[15, 0, 13, 11]",3
0,108,133,62,139,3,"[14, 0, 10, 10]","[10, 11, 14, 0]","[0, 0, 13, 0]","[12, 0, 0, 12]","[13, 10, 11, 0]","[10, 0, 0, 10]","[11, 11, 11, 0]","[10, 0, 11, 0]","[0, 11, 10, 10]","[10, 0, 10, 10]","[11, 0, 10, 10]","[0, 11, 0, 0]","[0, 10, 0, 0]","[0, 11, 0, 0]","[0, 10, 10, 0]","[0, 0, 11, 0]","[13, 12, 12, 0]","[12, 0, 0, 0]","[13, 11, 0, 0]",1
3,140,103,182,73,0,"[0, 0, 15, 12]","[0, 11, 0, 12]","[0, 14, 13, 11]","[10, 13, 0, 11]","[0, 0, 12, 0]","[11, 11, 0, 11]","[0, 10, 0, 12]","[10, 10, 0, 12]","[11, 10, 10, 0]","[10, 0, 10, 10]","[0, 0, 0, 11]","[11, 0, 10, 0]","[0, 0, 0, 12]","[0, 10, 12, 10]","[0, 11, 10, 12]","[0, 13, 0, 11]","[0, 13, 11, 10]","[0, 14, 0, 11]","[10, 0, 0, 14]",3
2,129,152,146,118,1,"[0, 14, 11, 0]","[0, 0, 11, 11]","[11, 13, 0, 11]","[10, 0, 13, 14]","[0, 12, 11, 12]","[10, 11, 0, 13]","[0, 11, 11, 10]","[0, 11, 11, 10]","[10, 0, 11, 11]","[10, 10, 0, 10]","[0, 10, 0, 0]","[11, 0, 11, 11]","[11, 0, 11, 0]","[11, 0, 0, 0]","[10, 12, 12, 0]","[0, 13, 11, 10]","[10, 0, 12, 13]","[14, 12, 0, 0]","[0, 0, 16, 10]",1
0,156,126,116,160,2,"[0, 12, 12, 14]","[0, 14, 11, 13]","[10, 13, 13, 0]","[12, 15, 0, 0]","[0, 0, 0, 0]","[10, 12, 0, 11]","[11, 11, 0, 11]","[11, 0, 11, 10]","[10, 11, 11, 0]","[10, 10, 11, 0]","[10, 10, 0, 0]","[12, 0, 10, 10]","[10, 0, 10, 11]","[10, 0, 11, 0]","[0, 11, 14, 10]","[11, 13, 0, 13]","[10, 12, 0, 13]","[12, 12, 12, 0]","[11, 0, 0, 0]",2
2,130,153,74,114,3,"[0, 12, 12, 0]","[0, 11, 15, 0]","[0, 13, 0, 0]","[11, 10, 0, 0]","[12, 10, 14, 0]","[11, 0, 12, 10]","[0, 0, 0, 11]","[10, 10, 0, 0]","[10, 10, 10, 0]","[0, 10, 10, 10]","[10, 0, 11, 10]","[11, 0, 12, 10]","[0, 10, 0, 0]","[0, 12, 11, 0]","[0, 10, 11, 12]","[12, 0, 12, 0]","[14, 0, 12, 11]","[0, 12, 0, 0]","[13, 0, 11, 0]",3
1,150,116,121,129,0,"[0, 13, 0, 0]","[0, 0, 0, 12]","[0, 12, 13, 13]","[11, 0, 12, 0]","[15, 10, 11, 0]","[10, 0, 0, 0]","[0, 11, 13, 10]","[11, 10, 11, 0]","[0, 0, 10, 10]","[10, 10, 0, 10]","[10, 11, 0, 11]","[10, 12, 0, 10]","[0, 0, 10, 0]","[0, 11, 11, 11]","[12, 10, 0, 12]","[0, 15, 0, 0]","[12, 12, 12, 0]","[13, 13, 0, 11]","[15, 0, 13, 11]",1
0,164,103,145,178,1,"[12, 0, 15, 10]","[0, 13, 10, 14]","[14, 10, 0, 0]","[13, 0, 11, 11]","[12, 12, 0, 11]","[12, 10, 0, 12]","[11, 10, 0, 13]","[10, 10, 0, 10]","[10, 10, 11, 0]","[0, 10, 11, 10]","[11, 10, 11, 0]","[10, 10, 11, 0]","[12, 10, 0, 11]","[11, 11, 0, 10]","[0, 11, 12, 11]","[0, 13, 11, 0]","[15, 0, 0, 11]","[13, 0, 0, 11]","[12, 14, 0, 0]",3
2,77,173,107,145,2,"[13, 11, 11, 0]","[13, 13, 11, 0]","[13, 12, 0, 13]","[11, 0, 11, 14]","[0, 0, 0, 11]","[10, 0, 10, 0]","[0, 0, 10, 0]","[0, 0, 10, 0]","[0, 11, 10, 10]","[10, 10, 10, 0]","[10, 10, 11, 0]","[12, 10, 10, 0]","[0, 0, 0, 10]","[0, 0, 10, 0]","[10, 0, 11, 14]","[10, 0, 13, 12]","[12, 0, 11, 11]","[11, 0, 13, 12]","[10, 0, 11, 0]",4
3,141,93,159,148,3,"[15, 12, 10, 0]","[11, 11, 0, 14]","[13, 0, 13, 0]","[11, 11, 0, 12]","[11, 0, 0, 0]","[11, 0, 10, 12]","[0, 0, 0, 11]","[0, 13, 10, 10]","[10, 10, 0, 11]","[0, 11, 10, 10]","[11, 0, 10, 11]","[11, 10, 0, 10]","[10, 0, 10, 0]","[0, 14, 10, 10]","[0, 12, 10, 13]","[0, 11, 0, 10]","[11, 13, 0, 13]","[13, 13, 0, 12]","[10, 0, 0, 0]",4
3,123,108,171,128,0,"[12, 0, 0, 0]","[12, 11, 0, 11]","[12, 0, 0, 0]","[13, 11, 0, 11]","[0, 0, 0, 12]","[0, 11, 11, 12]","[13, 11, 0, 10]","[11, 10, 12, 0]","[0, 10, 10, 12]","[10, 0, 10, 11]","[0, 0, 0, 10]","[10, 0, 10, 11]","[0, 10, 12, 10]","[13, 12, 10, 0]","[0, 0, 0, 13]","[0, 11, 12, 13]","[0, 13, 11, 12]","[12, 13, 0, 10]","[10, 0, 10, 13]",3
0,131,142,157,173,1,"[13, 0, 0, 10]","[12, 13, 0, 0]","[0, 12, 11, 15]","[12, 0, 10, 10]","[10, 14, 0, 12]","[12, 0, 13, 10]","[0, 10, 10, 11]","[10, 0, 11, 11]","[0, 11, 11, 10]","[10, 10, 0, 11]","[11, 11, 10, 0]","[10, 0, 11, 11]","[11, 13, 10, 0]","[11, 0, 0, 10]","[13, 0, 11, 0]","[0, 11, 12, 12]","[13, 12, 0, 11]","[13, 14, 11, 0]","[12, 0, 11, 13]",3
1,158,93,152,131,2,"[12, 14, 11, 0]","[11, 0, 0, 15]","[12, 12, 13, 0]","[0, 12, 0, 0]","[0, 0, 0, 11]","[11, 11, 0, 13]","[0, 11, 0, 0]","[0, 11, 10, 10]","[11, 11, 0, 10]","[10, 11, 0, 10]","[10, 10, 11, 0]","[10, 11, 0, 11]","[10, 11, 0, 12]","[10, 0, 12, 11]","[0, 12, 0, 0]","[0, 10, 13, 12]","[0, 11, 0, 12]","[12, 0, 11, 12]","[12, 0, 12, 13]",3
1,149,108,140,124,3,"[0, 11, 0, 0]","[14, 12, 0, 12]","[13, 11, 0, 12]","[0, 0, 13, 10]","[11, 12, 12, 0]","[0, 11, 0, 11]","[0, 12, 0, 0]","[0, 0, 0, 10]","[10, 11, 10, 0]","[10, 0, 10, 10]","[10, 0, 11, 10]","[10, 10, 0, 11]","[11, 0, 11, 10]","[10, 10, 0, 11]","[0, 11, 14, 10]","[0, 12, 14, 10]","[13, 11, 0, 13]","[0, 0, 0, 0]","[12, 15, 13, 0]",2
2,101,166,134,122,0,"[14, 0, 10, 13]","[0, 12, 11, 0]","[0, 10, 11, 0]","[12, 0, 11, 10]","[12, 0, 11, 13]","[0, 0, 0, 11]","[11, 12, 0, 10]","[10, 10, 11, 0]","[0, 11, 11, 10]","[10, 0, 10, 10]","[10, 10, 10, 0]","[11, 10, 11, 0]","[11, 0, 11, 11]","[0, 0, 10, 0]","[11, 0, 0, 10]","[0, 0, 13, 10]","[0, 0, 12, 0]","[10, 13, 0, 13]","[0, 13, 13, 13]",2
2,118,176,126,121,1,"[0, 0, 11, 13]","[0, 16, 10, 11]","[12, 14, 12, 0]","[13, 0, 10, 11]","[11, 0, 12, 12]","[0, 0, 10, 0]","[10, 0, 11, 10]","[12, 10, 10, 0]","[11, 0, 10, 11]","[11, 10, 0, 10]","[10, 11, 11, 0]","[0, 0, 10, 10]","[10, 0, 0, 0]","[0, 0, 10, 10]","[11, 12, 12, 0]","[10, 12, 11, 0]","[0, 10, 16, 0]","[0, 13, 10, 12]","[0, 10, 0, 16]",1
0,108,137,109,140,2,"[0, 0, 14, 0]","[0, 12, 13, 10]","[14, 10, 12, 0]","[0, 11, 0, 0]","[12, 11, 0, 0]","[12, 0, 11, 10]","[0, 11, 12, 11]","[0, 0, 10, 10]","[10, 10, 0, 0]","[10, 0, 10, 11]","[12, 0, 10, 10]","[0, 10, 10, 12]","[0, 0, 0, 0]","[11, 11, 0, 0]","[11, 0, 12, 11]","[13, 10, 12, 0]","[12, 0, 0, 0]","[12, 12, 0, 12]","[11, 0, 11, 12]",2
1,153,121,125,143,3,"[0, 11, 12, 0]","[0, 12, 12, 15]","[13, 11, 0, 12]","[0, 12, 0, 12]","[12, 12, 11, 0]","[13, 12, 10, 0]","[0, 11, 10, 11]","[10, 0, 0, 0]","[10, 10, 11, 0]","[0, 10, 10, 10]","[10, 10, 0, 10]","[10, 0, 10, 10]","[12, 0, 10, 10]","[13, 10, 0, 11]","[13, 11, 0, 11]","[0, 0, 0, 0]","[13, 11, 13, 0]","[0, 0, 0, 13]","[14, 10, 12, 0]",2
0,155,92,155,174,0,"[12, 0, 13, 14]","[13, 0, 12, 10]","[0, 13, 12, 12]","[12, 0, 0, 0]","[10, 11, 12, 0]","[14, 0, 10, 10]","[10, 14, 0, 10]","[0, 10, 12, 10]","[11, 11, 0, 10]","[10, 10, 0, 10]","[10, 10, 0, 11]","[10, 10, 0, 10]","[11, 10, 0, 12]","[0, 10, 11, 13]","[11, 11, 0, 0]","[0, 12, 0, 10]","[13, 12, 0, 13]","[14, 0, 0, 0]","[13, 11, 10, 0]",4
1,170,86,135,104,1,"[0, 13, 12, 13]","[0, 0, 11, 11]","[0, 12, 11, 12]","[0, 11, 0, 0]","[0, 0, 10, 13]","[0, 13, 0, 0]","[10, 12, 0, 11]","[0, 10, 0, 11]","[0, 10, 10, 10]","[10, 10, 0, 10]","[0, 11, 0, 0]","[11, 11, 0, 10]","[11, 11, 10, 0]","[10, 0, 0, 0]","[11, 11, 0, 0]","[12, 11, 0, 12]","[0, 0, 12, 11]","[13, 12, 0, 11]","[16, 12, 10, 0]",4
0,107,71,130,151,2,"[15, 11, 0, 11]","[11, 0, 0, 12]","[0, 0, 0, 0]","[0, 0, 0, 11]","[10, 0, 15, 10]","[12, 0, 10, 11]","[12, 10, 0, 10]","[11, 12, 10, 0]","[10, 10, 0, 10]","[0, 10, 10, 10]","[0, 10, 0, 0]","[11, 11, 0, 10]","[10, 10, 0, 0]","[10, 12, 0, 12]","[0, 0, 0, 12]","[15, 11, 11, 0]","[12, 0, 15, 11]","[12, 0, 0, 0]","[0, 0, 0, 0]",2
0,130,99,116,143,3,"[13, 11, 0, 15]","[12, 11, 0, 0]","[0, 0, 10, 11]","[12, 11, 0, 0]","[16, 10, 10, 0]","[10, 11, 0, 13]","[0, 0, 10, 10]","[10, 10, 0, 0]","[0, 0, 0, 11]","[0, 10, 11, 10]","[10, 0, 0, 0]","[0, 12, 10, 10]","[11, 0, 12, 10]","[11, 0, 0, 12]","[13, 10, 12, 0]","[13, 12, 12, 0]","[12, 12, 0, 0]","[0, 0, 12, 0]","[0, 10, 0, 14]",1
1,154,147,103,119,0,"[10, 0, 14, 0]","[13, 12, 14, 0]","[10, 12, 0, 12]","[10, 13, 11, 0]","[10, 11, 13, 0]","[11, 11, 0, 13]","[0, 10, 10, 0]","[0, 10, 10, 0]","[0, 10, 10, 10]","[10, 0, 11, 10]","[0, 10, 0, 11]","[0, 10, 11, 10]","[0, 10, 0, 0]","[12, 10, 0, 0]","[0, 0, 10, 0]","[0, 13, 10, 0]","[11, 12, 0, 10]","[11, 0, 11, 14]","[11, 0, 12, 13]",1
1,170,141,122,128,1,"[0, 15, 11, 12]","[0, 15, 12, 11]","[11, 0, 0, 0]","[15, 11, 11, 0]","[12, 0, 11, 12]","[11, 13, 0, 11]","[0, 10, 0, 0]","[0, 10, 10, 12]","[10, 11, 0, 11]","[10, 10, 0, 11]","[11, 10, 11, 0]","[0, 10, 12, 10]","[0, 11, 12, 10]","[11, 10, 11, 0]","[11, 10, 12, 0]","[0, 0, 0, 0]","[0, 12, 13, 0]","[13, 0, 15, 10]","[13, 12, 0, 12]",4
0,133,118,95,139,2,"[0, 0, 0, 13]","[11, 14, 10, 0]","[15, 11, 0, 0]","[11, 10, 0, 12]","[0, 12, 10, 0]","[11, 11, 11, 0]","[0, 10, 0, 0]","[11, 0, 10, 0]","[11, 10, 11, 0]","[0, 10, 10, 11]","[0, 10, 10, 12]","[12, 10, 10, 0]","[11, 12, 0, 10]","[12, 0, 0, 0]","[11, 0, 11, 10]","[0, 0, 14, 0]","[12, 0, 0, 0]","[11, 0, 0, 15]","[0, 13, 11, 12]",2
3,128,89,142,114,3,"[13, 0, 11, 12]","[0, 12, 0, 10]","[13, 0, 13, 12]","[0, 12, 0, 10]","[11, 0, 0, 0]","[0, 0, 11, 10]","[0, 11, 11, 11]","[0, 0, 0, 11]","[0, 10, 11, 10]","[11, 10, 10, 0]","[11, 0, 10, 10]","[11, 12, 0, 10]","[10, 0, 0, 0]","[12, 12, 0, 10]","[10, 0, 0, 0]","[12, 11, 0, 12]","[0, 12, 12, 0]","[0, 13, 0, 14]","[0, 13, 0, 0]",4
2,92,161,146,146,0,"[13, 11, 0, 15]","[10, 0, 14, 12]","[0, 0, 11, 0]","[12, 11, 0, 0]","[0, 11, 12, 11]","[12, 0, 12, 10]","[10, 0, 0, 12]","[0, 11, 0, 0]","[0, 10, 10, 0]","[10, 0, 10, 11]","[11, 0, 11, 10]","[10, 0, 10, 11]","[11, 11, 11, 0]","[0, 0, 0, 11]","[12, 0, 11, 11]","[13, 0, 14, 10]","[12, 0, 12, 10]","[0, 11, 12, 12]","[10, 16, 11, 0]",2
2,90,131,112,102,1,"[0, 12, 12, 13]","[12, 12, 0, 12]","[13, 0, 0, 0]","[0, 11, 11, 13]","[11, 0, 0, 0]","[0, 13, 0, 0]","[11, 0, 12, 11]","[10, 0, 10, 10]","[0, 0, 0, 10]","[10, 0, 10, 10]","[0, 10, 10, 10]","[0, 0, 10, 0]","[11, 0, 10, 11]","[10, 11, 12, 0]","[0, 11, 11, 0]","[0, 0, 0, 0]","[0, 0, 11, 0]","[14, 10, 12, 0]","[0, 0, 0, 12]",1
1,159,99,92,125,2,"[11, 13, 13, 0]","[0, 12, 11, 13]","[0, 11, 0, 12]","[11, 0, 12, 12]","[12, 12, 0, 11]","[0, 0, 11, 0]","[13, 10, 10, 0]","[11, 10, 0, 0]","[10, 10, 0, 11]","[10, 10, 11, 0]","[0, 10, 11, 10]","[0, 10, 10, 0]","[11, 0, 0, 0]","[11, 13, 0, 11]","[0, 11, 0, 0]","[0, 0, 0, 0]","[13, 0, 10, 0]","[12, 14, 0, 12]","[0, 13, 0, 0]",3
2,91,156,135,117,3,"[13, 12, 12, 0]","[0, 11, 13, 0]","[11, 10, 0, 13]","[0, 0, 11, 11]","[11, 0, 10, 0]","[11, 0, 10, 11]","[0, 0, 0, 10]","[10, 0, 10, 10]","[10, 10, 11, 0]","[0, 10, 10, 10]","[0, 0, 10, 0]","[10, 0, 13, 10]","[10, 0, 0, 0]","[10, 12, 0, 12]","[11, 0, 12, 10]","[0, 0, 11, 0]","[0, 0, 12, 11]","[0, 12, 11, 14]","[10, 14, 0, 13]",3
0,114,82,110,124,0,"[0, 14, 13, 12]","[14, 0, 0, 0]","[0, 14, 12, 0]","[12, 0, 0, 11]","[0, 0, 0, 10]","[11, 0, 0, 0]","[11, 10, 0, 12]","[0, 0, 10, 0]","[0, 10, 0, 0]","[10, 10, 0, 10]","[10, 0, 0, 11]","[10, 0, 10, 12]","[11, 11, 0, 10]","[12, 0, 11, 11]","[0, 10, 0, 0]","[10, 0, 0, 0]","[0, 12, 11, 0]","[13, 10, 0, 11]","[0, 13, 15, 0]",4
0,163,101,152,188,1,"[10, 15, 13, 0]","[0, 11, 0, 13]","[12, 13, 12, 0]","[10, 12, 0, 14]","[11, 0, 13, 10]","[10, 0, 0, 11]","[12, 10, 11, 0]","[0, 11, 10, 11]","[10, 10, 0, 11]","[11, 10, 0, 10]","[10, 11, 0, 10]","[13, 10, 10, 0]","[12, 0, 10, 12]","[10, 12, 0, 11]","[10, 0, 0, 13]","[12, 0, 11, 12]","[13, 11, 11, 0]","[11, 14, 0, 0]","[11, 13, 0, 14]",3
1,168,100,155,160,2,"[12, 13, 0, 13]","[14, 11, 0, 10]","[0, 11, 13, 11]","[0, 13, 10, 12]","[11, 12, 0, 12]","[10, 12, 0, 12]","[0, 10, 11, 11]","[11, 11, 0, 10]","[10, 10, 12, 0]","[0, 11, 10, 10]","[11, 0, 10, 11]","[10, 10, 0, 11]","[12, 10, 0, 10]","[10, 0, 0, 0]","[12, 0, 11, 11]","[0, 12, 0, 0]","[13, 11, 12, 0]","[14, 11, 11, 0]","[10, 0, 0, 11]",3
3,142,135,165,126,3,"[0, 16, 10, 12]","[0, 12, 11, 12]","[10, 0, 0, 0]","[12, 12, 0, 10]","[12, 11, 0, 12]","[0, 0, 10, 11]","[0, 0, 10, 12]","[10, 0, 13, 10]","[0, 10, 0, 10]","[0, 10, 10, 11]","[11, 0, 11, 10]","[0, 0, 0, 11]","[10, 12, 0, 11]","[10, 11, 0, 11]","[13, 11, 11, 0]","[13, 12, 10, 0]","[12, 13, 10, 0]","[0, 12, 14, 11]","[13, 0, 15, 11]",4
1,177,156,110,132,0,"[12, 0, 13, 0]","[0, 13, 0, 0]","[0, 0, 0, 11]","[11, 12, 11, 0]","[15, 10, 11, 0]","[0, 13, 11, 11]","[0, 10, 13, 10]","[11, 10, 11, 0]","[0, 11, 10, 10]","[10, 10, 0, 11]","[10, 10, 10, 0]","[0, 11, 10, 11]","[0, 10, 11, 11]","[11, 0, 12, 11]","[11, 12, 0, 11]","[14, 10, 0, 0]","[13, 13, 10, 0]","[14, 10, 12, 0]","[0, 12, 11, 13]",1
1,173,105,142,159,1,"[11, 13, 0, 12]","[12, 11, 0, 13]","[12, 0, 13, 12]","[0, 12, 0, 0]","[11, 11, 0, 0]","[12, 10, 0, 12]","[10, 0, 0, 0]","[11, 0, 10, 10]","[11, 0, 10, 10]","[10, 10, 0, 10]","[0, 10, 0, 10]","[0, 10, 12, 10]","[11, 10, 0, 11]","[0, 13, 10, 11]","[12, 12, 0, 10]","[11, 12, 13, 0]","[13, 13, 10, 0]","[0, 14, 13, 11]","[12, 12, 14, 0]",4
3,101,113,161,140,2,"[11, 13, 0, 14]","[0, 0, 13, 14]","[11, 0, 11, 13]","[0, 10, 0, 13]","[12, 11, 0, 0]","[10, 11, 0, 10]","[10, 0, 10, 0]","[11, 0, 0, 10]","[10, 11, 0, 11]","[10, 10, 10, 0]","[0, 0, 0, 11]","[11, 0, 10, 11]","[10, 0, 11, 0]","[12, 0, 10, 10]","[0, 0, 11, 10]","[11, 11, 0, 12]","[0, 0, 0, 12]","[11, 12, 12, 0]","[0, 12, 15, 10]",1
1,172,136,155,68,3,"[0, 0, 11, 15]","[12, 14, 0, 0]","[0, 11, 0, 11]","[0, 13, 11, 11]","[12, 12, 11, 0]","[0, 0, 0, 11]","[12, 12, 10, 0]","[0, 10, 11, 10]","[10, 10, 0, 11]","[0, 10, 11, 10]","[10, 11, 0, 11]","[0, 10, 13, 10]","[0, 11, 12, 10]","[0, 11, 10, 11]","[0, 13, 0, 12]","[0, 0, 13, 0]","[12, 0, 12, 11]","[0, 12, 11, 0]","[0, 12, 0, 11]",2
1,146,131,122,118,0,"[0, 13, 12, 12]","[11, 0, 0, 13]","[10, 12, 12, 0]","[11, 14, 11, 0]","[11, 0, 10, 12]","[0, 11, 11, 10]","[10, 12, 0, 11]","[0, 10, 10, 0]","[0, 10, 10, 0]","[0, 10, 10, 10]","[11, 0, 0, 10]","[10, 11, 11, 0]","[0, 10, 13, 10]","[10, 11, 0, 11]","[12, 0, 11, 0]","[11, 0, 10, 0]","[11, 12, 0, 12]","[0, 10, 0, 11]","[0, 0, 0, 0]",1
0,130,117,162,164,1,"[11, 0, 0, 15]","[12, 12, 0, 12]","[10, 0, 0, 0]","[0, 10, 11, 12]","[11, 11, 0, 11]","[12, 11, 0, 10]","[11, 10, 0, 11]","[11, 10, 10, 0]","[10, 0, 11, 10]","[10, 10, 0, 11]","[10, 11, 10, 0]","[0, 10, 0, 0]","[13, 0, 11, 10]","[10, 11, 0, 12]","[11, 0, 11, 13]","[11, 0, 11, 11]","[11, 0, 12, 0]","[0, 12, 15, 11]","[0, 12, 15, 13]",3
